url,site,category,sentence_id,sentence,manual_label
https://www.apollo.lv/8492539/indra-salcevica-atklati-par-jautajumu-kas-kave-jaunu-attiecibu-veidosanu,apollo.lv,Slavenības,8,"⟩ Kā mērīt izglītības kvalitāti, lai varētu tai sniegt mērķtiecīgu atbalstu Sabiedrība un politikaRinkēvičs: Latvijai ir nepieciešams stiprs un neatkarīgs sabiedriskais medijs ĀrvalstīsEiropadomes priekšsēdētāja Koštas birojam bijusi saziņa ar Kremli, atklāj ES amatpersona ĀrvalstīsSomijas parlaments atbalsta kodolieroču aizlieguma atcelšanu (1) ĀrvalstīsUkrainas aizsardzības ministrs: Krima tiek izolēta (2)Nepalaid garām Sabiedrība un politikaKardiologs Skride kandidēs Saeimas vēlēšanās Sabiedrība un politikaFOTO ⟩ Rīgā piestāj Francijas Jūras spēku kuģis ""La Fayette"" (12) Sabiedrība un politikaValsts prezidents: Iekšlietu dienestu stiprināšanai vajadzīgi cilvēkresursi Sabiedrība un politikaVIDEO ⟩ Piņķos no peldvietas izceļ bīstamu priekšmetu Ārvalstīs""Šī ir politiska slepkavība."" Tusks par Krievijas mākslinieka nošaušanu ĀrvalstīsRite: ASV NATO spēku samazinājums nenozīmē novēršanos no Eiropas RUS TVNETПарковки выходят за пределы центра: что уже известно о планах Риги RUS TVNETФАКТОМАТ ⟩ Потушили из русофобии?",neutral
https://www.apollo.lv/8492539/indra-salcevica-atklati-par-jautajumu-kas-kave-jaunu-attiecibu-veidosanu,apollo.lv,Slavenības,9,"Что произошло с Вечным огнем в Даугавпилсе RUS TVNETИЩИ СЕБЯ НА ФОТО ⟩ Рижское дерби: кто пришел на матч ""Риги"" и RFS на стадионе ""Сконто"" RUS TVNET""Это пример того, как поступать не следует"" - торговцы о внезапном выселении из Мясного павильона",neutral
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,1,"Skip to footerC, 18.06.2026.KomandaReklāmaNoteikumiPar TVNET+RUSŠodienas redaktors:Renāte Bergarenate.berga@tvnetgrupa.lvIesūti ziņu!APOLLO.LVCILVĒKSDZĪVES LĪKLOČIABONENTIEMNojaukt paugurus?",neutral
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,2,Strīds par nelegālo mototrasi Siguldas novadā atkal nonācis tiesāApollo.lv2026.,anger
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,3,"jūnijs 10:00 Motokross, ilustratīvs Foto: Misha Mula / Shutterstock.comLielākā daļa cilvēku pamatoti uzskata, ka tiesas spriedums pieliek galīgu punktu jebkuram strīdam, taču kāds neparasts konflikts Siguldas novada Inčukalna apkaimē liek šo pārliecību apšaubīt.",surprise
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,4,Kaimiņu un vietējās pašvaldības nesaskaņas par mototrases ieceri Inčupītes upes krastā ir izraisījušas vairāk kā 10 gadus ilgu un juridiski sarežģītu strīdu.2015.,neutral
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,5,gadā Inčukalna apkaimes iedzīvotājs bija nolēmis izveidot savā īpašumā motokrosa trasi.,neutral
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,6,"Kādam kaimiņam šī ideja nepatika, un viņš, rakstot sūdzības, panāca, ka trases būvatļauja tiek atcelta.Atbildīgās iestādes 2017.",surprise
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,7,"gadā atzina likuma pārkāpumu, un drīz pēc tam īpašnieki saņēma rīkojumu 60 dienu laikā trasi nojaukt un atjaunot sākotnējo reljefu.Tomēr ar pašvaldības lēmumu lēmumu slēgt un likt nolīdzināt tolaik patvaļīgi radīto mototrasi konflikts starp kaimiņiem nebeidzās.Komentāri TēmasTVNET+ CilvēkstāstiAdministratīvā apgabaltiesaSiguldas novadsupes aizsargjoslamotokrosa trasekaimiņu konfliktsJaunākās ziņas ĀrvalstīsVIDEO ⟩ Aiz priekškara: Baltija Krievijas propagandā dzīvo divās realitātēs Sabiedrība un politikaREDZI TĀLĀK!",neutral
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,8,"⟩ Kā mērīt izglītības kvalitāti, lai varētu tai sniegt mērķtiecīgu atbalstu Sabiedrība un politikaRinkēvičs: Latvijai ir nepieciešams stiprs un neatkarīgs sabiedriskais medijs ĀrvalstīsEiropadomes priekšsēdētāja Koštas birojam bijusi saziņa ar Kremli, atklāj ES amatpersona ĀrvalstīsSomijas parlaments atbalsta kodolieroču aizlieguma atcelšanu (1) ĀrvalstīsUkrainas aizsardzības ministrs: Krima tiek izolēta (2)Nepalaid garām Sabiedrība un politikaKardiologs Skride kandidēs Saeimas vēlēšanās Sabiedrība un politikaFOTO ⟩ Rīgā piestāj Francijas Jūras spēku kuģis ""La Fayette"" (12) Sabiedrība un politikaValsts prezidents: Iekšlietu dienestu stiprināšanai vajadzīgi cilvēkresursi Sabiedrība un politikaVIDEO ⟩ Piņķos no peldvietas izceļ bīstamu priekšmetu Ārvalstīs""Šī ir politiska slepkavība."" Tusks par Krievijas mākslinieka nošaušanu ĀrvalstīsRite: ASV NATO spēku samazinājums nenozīmē novēršanos no Eiropas RUS TVNETПарковки выходят за пределы центра: что уже известно о планах Риги RUS TVNETФАКТОМАТ ⟩ Потушили из русофобии?",neutral
https://www.apollo.lv/8492252/nojaukt-paugurus-strids-par-nelegalo-mototrasi-siguldas-novada-atkal-nonacis-tiesa,apollo.lv,Izklaide,9,"Что произошло с Вечным огнем в Даугавпилсе RUS TVNETИЩИ СЕБЯ НА ФОТО ⟩ Рижское дерби: кто пришел на матч ""Риги"" и RFS на стадионе ""Сконто"" RUS TVNET""Это пример того, как поступать не следует"" - торговцы о внезапном выселении из Мясного павильона",neutral
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,1,"DelfiViedokļiPasaules kauss futbolā18.06.2026 01:05:03Seši vārti un Keina ""pendeļu"" rekords – Anglija uzvar Horvātiju Pasaules kausa trillerī Delfi SportsFoto: AFP/Scanpix/LETASeko Delfi GoogleAnglijas futbola izlase trešdien Dalasā ar uzvaru sāka 2026.",neutral
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,2,"gada Pasaules kausa finālturnīru, L apakšgrupas pirmajā spēlē rezultatīvā cīņā ar 4:2 (2:2) pārspējot Horvātiju.Tomasa Tuhela vadītajai komandai tas bija pirmais mačs turnīrā pēc sešu dienu gaidīšanas, kamēr lielākā daļa pārējo izlases jau bija paspējušas aizvadīt savas pirmās spēles.",joy
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,3,"Pretī stājās pieredzējusī Horvātija ar 40 gadus veco Luku Modriču priekšgalā, kurš kļuva par vienu no retajiem Eiropas futbolistiem, kas piedalījies piecos pasaules čempionātos.Mača sākumā horvāti izskatījās pārliecinoši, tomēr devītajā minūtē viņus pievīla tieši pieredzējušais Modričs.",sadness
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,4,"Pussargs soda laukumā nogāza Noni Madueki, un tiesnesis nekavējoties norādīja uz 11 metru atzīmi.Harijs Keins pirmo ""pendeli"" nerealizēja, jo Dominiks Livakovičs viņa sitienu atvairīja.",surprise
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,5,"Tomēr VAR pārbaude konstatēja, ka horvātu vārtsargs pirms sitiena bija pametis vārtu līniju, un Anglijai tika dota otra iespēja.",surprise
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,6,"Šoreiz Keins nekļūdījās, panākot 1:0.Šie vārti ļāva Anglijas kapteinim kļūt tikai par otro angļu futbolistu pēc Deivida Bekhema, kurš guvis vārtus trīs dažādos pasaules čempionātos.",surprise
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,7,"Turklāt Keins kļuva par visu laiku rezultatīvāko 11 metru soda sitienu izpildītāju Pasaules kausa vēsturē, viņš šādi guvis piecus vārtus.Pēc vārtu guvuma angļi kontrolēja notikumus laukumā.",surprise
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,8,"Džūds Belingems vairākkārt apdraudēja pretinieku aizsardzību, bet Madueke bija viens no aktīvākajiem spēlētājiem uzbrukumā.",neutral
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,9,"minūtē horvāti izlīdzināja rezultātu.Pēc Belingema kļūdas laukuma centrā bumba nonāca pie Martina Baturinas, kurš no distances ar spēcīgu sitienu raidīja to vārtu stūrī.",neutral
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,10,"Džordans Pikfords bumbai pieskārās, taču glābt situāciju nespēja.Anglijas prieki atgriezās 42.",sadness
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,11,"minūtē, kad pēc Deklana Raisa izpildītā stūra sitiena Keins ar precīzu sitienu ar galvu panāca 2:1.",surprise
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,12,"Tie bija viņa desmitie vārti pasaules čempionātos, kas ļāva atkārtot Gerija Linekera rekordu Anglijas izlasē.Taču arī šoreiz horvāti nepadevās.",neutral
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,13,"Jau kompensācijas laika piektajā minūtē Ivans Perišičs ar galvu pāradresēja bumbu soda laukumā, kur Petars Musa to raidīja tīklā, panākot 2:2.Otrā puslaika sākumā Anglija nekavējoties atbildēja.",neutral
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,14,Uzreiz pēc puslaika pārtraukuma Belingems veica iespaidīgu individuālu reidu pa labo malu un ar sitienu no soda laukuma robežas atguva vadību angļiem.Turpinājumā Tuhela komanda radīja vienu iespēju pēc otras.,joy
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,15,"Livakovičs glāba Horvātiju pēc Raisa, Keina, Entonija Gordona un Niko O'Railija sitieniem.",joy
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,16,Tomēr arī horvāti nepazuda no spēles.,joy
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,17,"minūtē Marko Pašaličs no soda laukuma robežas izdarīja bīstamu sitienu, kuru ar nelielu veiksmes palīdzību atvairīja Džordans Pikfords.",joy
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,18,"Vēl pēc minūtes Anglijas vārtsargam atkal nācās demonstrēt meistarību, kad Igors Matanovičs no tālas distances raidīja spēcīgu sitienu vārtu apakšējā stūrī.",neutral
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,19,"Pikfords glāba arī šoreiz, neļaujot horvātiem trešo reizi atjaunot līdzsvaru un saglabājot angļiem minimālo pārsvaru.Punktu spēlei pielika Anglijas rezervists Markuss Rešfords.",joy
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,20,"minūtē Bukajo Saka soda laukumā atrada Mančestras ""United"" uzbrucēju, kurš no tuvas distances panāca 4:2.Līdz ar uzvaru Anglija kļuvusi par pirmo L grupas līderi.",joy
https://www.delfi.lv/sports/44523532/pasaules-kauss-futbola/120123173/anglijas-futbolisti-nospiez-horvatiju-un-uzvar-rezultativa-pasaules-kausa-cina,delfi.lv,Pasaules kauss futbolā,21,"Naktī uz ceturtdienu pēc Latvijas laika grupas otrajā spēlē tiksies Ganas un Panamas valstsvienības.Horvātijas futbola izlaseAnglijas futbola izlaseHarijs KeinsLuka ModričsPasaules kauss 2026Džūds BelingemsSeko ""Delfi"" arī Instagram un YouTube profilā – pievienojies, lai uzzinātu svarīgāko un interesantāko pirmais!Publikācijas saturs vai tās jebkāda apjoma daļa ir aizsargāts autortiesību objekts Autortiesību likuma izpratnē, un tā izmantošana bez izdevēja atļaujas ir aizliegta.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,1,"DelfiViedokļiĀrzemēs17.06.2026 20:11:03""Dzīvības atņemšana viņam ir sports"" – Longailendas sērijveida slepkavam piespriež mūža ieslodzījumu DelfiFoto: Reuters/Scanpix/LETASeko Delfi GoogleLongailendas sērijveida slepkavam, arhitektam Reksam Heiermenam (Rex Heuermann) par astoņu sieviešu nogalināšanu trešdien piespriests mūža ieslodzījums bez nosacītas atbrīvošanas iespējas, vēsta CNN.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,2,"CNN raksta, ka izmeklēšana pirms vairākiem gadiem tika sākta saistībā ar pazudušām seksa industrijas darbiniecēm.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,3,"Heiermens iepriekš atzinās, ka 17 gadu laikā nogalinājis astoņas sievietes.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,4,"Spriedums tika pasludināts divus mēnešus pēc tam, kad Heiermens atzina savu vainu septiņu sieviešu nogalināšanā slepkavību sērijā laikā no 1993.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,5,Viņš atzinās arī astotās sievietes noslepkavošanā.,neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,6,"Heiermenam nav žēl sieviešu, kuras viņš nogalināja – ""viņam ir žēl, ka ticis pieķerts,"" sacīja Safolkas apgabala prokurors Rejs Tīrnijs.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,7,"Viņš ir ""nežēlīgs un sadistisks sērijveida slepkava, kurš rūpējas tikai par sevi,"" prokurors papildināja.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,8,"Trešdien notikušajā sēdē, pieprasot Heiermenam piespriest maksimālo likumā paredzēto sodu, Tīrnijs norādīja uz plānošanas dokumentu, ko atraduši izmeklētāji.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,9,"Šajā dokumentā Heiermens ""metodiski izplānoja"" to, kā izvēlēties sievietes, viņas nogalināt un atbrīvoties no saviem upuriem, sacīja prokurors.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,10,"""Kas patiesībā ir šis apsūdzētais, ir redzams šajā plānošanas dokumentā,"" sacīja Tīrnijs, jo dokuments uzrakstīts kā matemātikas uzdevums vai iepirkumu saraksts.",disgust
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,11,"Tas ""skaidri parāda, ka upuri šim apsūdzētajam neko nenozīmēja (..) dzīvības atņemšana viņam ir sports,"" teica prokurors.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,12,"Prokurors arī skaidroja, ka Heiermens pastāvīgi iegādājies priekšapmaksas tālruņus un izveidojis jaunus e-pasta kontus, uzskatot, ka tas neļaus izmeklētājiem viņu identificēt.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,13,"Heiermens apmeklējis seksa darbinieču tīmekļa vietnes, pornogrāfijas vietnes, kurās attēlota sieviešu spīdzināšana un sadalīšana, tiesā stāstīja Tīrnijs.""Viņš domāja, ka ir gudrs, bet viņš nemaz nebija gudrs,"" sacīja apgabala prokurors, nosaucot apsūdzēto par ""psihopātu"".",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,14,"""Apsūdzētais rūpējas tikai par sevi un savām slimīgajām interesēm.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,15,"Viņš nespēj rūpēties ne par ko citu, arī par savu ģimeni,"" sacīja Tīrnijs.Heiermens tika aizturēts 2023.",neutral
https://www.delfi.lv/46713439/arzemes/120123152/dzivibas-atnemsana-vinam-ir-sports-longailendas-serijveida-slepkavam-piespriez-muza-ieslodzijumu,delfi.lv,Pasaule,16,"Prokuratūra iepriekš norādīja, ka lieta pret viņu balstīta uz mobilā tālruņa ierakstiem, kas viņu saista ar upuriem, kā arī ar pikapu, kas tika redzēts netālu no vienas nogalinātās sievietes mājām.",neutral
